SYMBOL,K,K_used,Z,P,Dir,FDR
LOC101929057,1,1,2.8820317430448092,0.003951199264364516,up,0.007603937942897099
C8ORF88,3,2,-2.881875414335279,0.003953160042383042,down,0.007607039328907227
USP22,5,3,-2.8813440928026415,0.003959830835147984,down,0.0076190103938089055
MIR4697HG,3,2,2.8813242152021386,0.0039600805985724845,up,0.0076190103938089055
BTN3A2,5,4,2.8811876209807386,0.003961797301353775,up,0.0076216400790770356
DPY30,5,4,-2.8810001421139004,0.003964154617650949,down,0.007625501592749083
TDRD10,4,4,2.880824257086428,0.003966367313546713,up,0.007629084255274883
TIMM13,5,3,-2.880668010000805,0.003968333897784247,down,0.007632192945032161
TARBP2,5,4,2.8806114011220774,0.0039690466167687346,up,0.007632889772496985
ARHGEF15,5,3,2.88035991066805,0.003972214345657794,up,0.007638307299740795
LOC105375981,2,2,-2.8802626195143715,0.00397344042337379,down,0.00763999053246988
CNDP1,5,4,-2.879075808143613,0.003988424486142719,down,0.0076681244997040465
ATP5MK,3,3,-2.8787780294581324,0.0039921921272958304,down,0.00767469076947181
MIEN1,5,5,2.8785587467520077,0.003994968664692181,up,0.007679350725643293
ROBO4,5,4,2.878453953004662,0.00399629617249895,up,0.007681224700039233
COL28A1,5,3,-2.877352353362128,0.004010275286504466,down,0.007707413672659854
ZNF766,5,3,2.8765876353810036,0.004020005518742352,up,0.007725432749427848
LOC102723461,1,1,2.87632661286837,0.004023331658945103,up,0.007731142689379074
LOC105379504,2,2,2.8762341427547637,0.004024510580094644,up,0.007732725938625882
SNPH,5,3,2.8756688794906684,0.004031724062085188,up,0.007745902738084464
AHCYL2,5,5,2.873989787459095,0.0040532206908531895,up,0.007786516122132025
TMEM126A,5,4,-2.8737338442354083,0.00405650653449809,down,0.007791668787416582
RGS14,5,3,2.8737251443694793,0.004056618267368657,up,0.007791668787416582
SANBR,3,3,-2.8734284904814116,0.004060429882088527,down,0.007798302250179368
PSMD6-AS2,3,3,2.873241265667635,0.004062837149150017,up,0.007802237646119616
RP11-15K19.2,1,1,-2.8729549733830204,0.004066520693889777,down,0.007808623084890781
LOC107985524,2,2,2.872707205567023,0.004069711014809068,up,0.007814060382158301
PGAM5,5,3,-2.872320776202302,0.004074691311539393,down,0.007822933266284382
FAM107B,5,3,2.8722915322888736,0.004075068431776852,up,0.007822967802008916
SCN11A,3,2,-2.8721224309203146,0.004077249730693023,down,0.00782646553433963
CD180,3,3,2.8713850944122896,0.004086773287130717,up,0.007844055204297155
CD302,4,2,2.8712410700321045,0.0040886358842931,up,0.007846938807714237
SNRNP35,5,4,2.8711506038126533,0.004089806233764995,up,0.00784849345344929
BCKDHA,5,3,-2.870927152094603,0.004092698302025276,down,0.007853351577961291
MTM1,5,3,-2.8704762290264974,0.004098540115965784,down,0.007863868523393172
SERPINA5,3,2,2.870401362096283,0.0040995107667541305,up,0.00786503813917608
LOC107984248,1,1,2.8693197087886,0.004113557716098447,up,0.007891292622613164
SLC22A25,3,2,2.8685770604382084,0.00412322743312451,up,0.007909146105649103
SARM1,5,4,2.8683804677354567,0.004125790635843772,up,0.007913365978743054
SIGMAR1,5,4,-2.8678734520229927,0.004132407850865993,down,0.007925360117574743
NRON,1,1,2.8678350852807,0.004132908978522412,up,0.007925623406915546
BSN,5,3,-2.867606224266647,0.004135899395036232,down,0.007930659905112169
ZNF625,4,3,-2.867550570608125,0.004136626891262478,down,0.007931356709125125
FBH1,3,3,2.8674797315657643,0.004137553056491196,up,0.00793243427473576
MINDY2,3,2,2.867361018053376,0.004139105564945258,up,0.007934688803569276
LOC105372270,1,1,2.8673341097884704,0.004139457538620083,up,0.007934688803569276
SULT1A3,3,2,2.867236268288536,0.004140737583697878,up,0.007936444063853134
CTCF,5,4,2.86698313009556,0.004144051018016305,up,0.00794209601666806
LINC01772,3,3,2.866947589059631,0.004144516422418963,up,0.007942289190600181
ABHD14A,5,3,-2.8667501201731644,0.004147103110997379,down,0.00794654706780928
LOC727896,1,1,2.8665613975097304,0.004149576599705096,up,0.007950587305073102
EML2-AS1,2,1,2.8663579613455896,0.00415224442962765,up,0.007954999156603262
BTBD1,5,4,-2.8659385074601005,0.004157749994865097,down,0.007964846375705428
HSPA7,4,4,2.865893868813515,0.004158336291654198,up,0.007965085067421922
MIATNB,4,3,2.86587334313472,0.004158605906982029,up,0.007965085067421922
ACYP1,5,4,-2.8657351185980944,0.004160421970303402,down,0.007967862825665466
LOC124901020,1,1,2.8651038281793593,0.004168725331498331,up,0.007983063199650827
VWA2,4,4,2.864562666632022,0.004175855193007856,up,0.00799601385981805
DNAAF10,3,3,-2.8642651381206243,0.0041797798746155725,down,0.008002825438054938
DEPP1,3,2,2.8638503762569565,0.004185256558645439,up,0.00801260710291559
CCDC62,5,3,2.8638154114092966,0.004185718546087496,up,0.008012787335391855
GPR26,5,4,-2.863732962849772,0.004186808114787555,down,0.008014168819368832
PTGES3,5,3,2.8636804762663104,0.004187501866007244,up,0.008014792474056391
RPIA,5,4,-2.863386375323333,0.004191391129805809,down,0.008021531627179753
LOC729867,3,3,2.8628986633695908,0.004197847977001794,up,0.008033183034615662
HINFP,5,4,2.8612674662255966,0.00421950910197732,up,0.008073925401297607
SLC13A5,4,3,2.8611113301598325,0.004221587784129047,up,0.008077193386182084
NBPF11,4,2,2.8609347244844785,0.00422394010324571,up,0.008080984302564669
MBP,5,4,2.8608011352777436,0.004225720249393641,up,0.008083680002857791
ZW10,5,3,-2.8606094239432442,0.004228276092327116,down,0.008087858984822758
CHSY1,5,4,2.8602226110575657,0.00423343724464567,up,0.008097020238837177
MIDEAS,3,3,2.8597222418284503,0.004240122028428307,up,0.008109093779214559
KCNB1,5,5,-2.8594779273492246,0.0042433894742585875,down,0.008114630227177141
HSPA6,5,4,2.8587210433773005,0.004253526492066744,up,0.008133301226886401
TMEM39A,5,3,2.858644464384219,0.0042545533441605094,up,0.008134550644768574
EIF3D,5,4,-2.8585574347250526,0.004255720602764188,down,0.00813606827189857
ZSCAN30,5,3,2.8578724310009513,0.004264918149241115,up,0.00815293655506092
SLC4A9,3,3,2.857762117255361,0.004266401016281614,up,0.00815505557543545
RNF41,5,3,-2.857031748560485,0.004276230630210675,down,0.008173127298225773
LOC105369953,1,1,2.856753998216849,0.004279974099845058,up,0.00817956446893533
GTF2I-AS1,3,2,2.8565203623736255,0.00428312530305514,up,0.008184868714488123
SSR4,5,3,-2.856130488614939,0.0042883884767854616,down,0.008194207560510326
