SYMBOL,m_regions,beta_pooled,se_pooled,Q,Q_df,Q_p,I2,se_rho0.0,se_rho0.3,se_rho0.5,se_rho0.7,Q_FDR
SPEG,2,0.6462341610276467,0.11421276399985617,0.007127739578427135,1,0.9327177826704718,0,0.11421276399985617,0.13022258674528353,0.13988149695628174,0.14891522515454095,0.9999215838732118
SPHK2,5,0.7322863710694099,0.07745379647087035,0.5941530789165679,4,0.9637111914641653,0,0.07745379647087035,0.11488254564141683,0.13415391072664642,0.1509852450852527,0.9999215838732118
SPI1,5,1.0331782874946767,0.116004599931614,2.4686230763747394,4,0.65026299243257,0,0.116004599931614,0.17206262770179467,0.20092586099325654,0.2261345957170563,0.9999215838732118
SPIN1,4,-1.0772870604012654,0.1752337376447877,0.8653729290092808,3,0.8337750374383817,0,0.1752337376447877,0.2415430382706741,0.27706886693095945,0.30853083266957787,0.9999215838732118
SPIRE2,4,0.6299698664082743,0.07775658043300082,0.04392752941375777,3,0.9975833824964553,0,0.07775658043300082,0.10718004954843079,0.12294394861718212,0.13690458714727036,0.9999215838732118
SPN,2,1.2480494330095302,0.3004692432089299,0.11154954659683,1,0.7383868487988297,0,0.3004692432089299,0.342587647104958,0.36799816463104895,0.3917639626034151,0.9999215838732118
SPNS1,3,0.7604962067074383,0.08427308475210578,0.7546156949421728,2,0.6857049488661144,0,0.08427308475210578,0.10659795730602424,0.11918013939944527,0.13055530151137276,0.9999215838732118
SPNS2,5,0.8084783428752731,0.08107709000558216,0.9154893014849488,4,0.922328185532472,0,0.08107709000558216,0.12025675844750347,0.14042963921950313,0.15804834447199512,0.9999215838732118
SPOCK3,4,-0.7454884765744445,0.12369565309426751,0.6208692474549158,3,0.8916386555160074,0,0.12369565309426751,0.1705026912673023,0.19558000021996994,0.21778867106140723,0.9999215838732118
SPOPL,4,-0.8645166729170459,0.11730101837569247,1.0773132457679255,3,0.782553385082264,0,0.11730101837569247,0.1616882955960376,0.18546919496222644,0.2065297548226915,0.9999215838732118
SPPL2A,3,-0.8223229884014718,0.11813069319490085,0.0014430902109002367,2,0.9992787151456215,0,0.11813069319490085,0.1494248208281759,0.1670620284487639,0.18300728296791555,0.9999215838732118
SPPL2B,5,0.7529407928370785,0.07754752708547943,1.0660691829672027,4,0.8996176607760393,0,0.07754752708547943,0.1150215706098685,0.13431625691337404,0.15116795969013416,0.9999215838732118
SPRN,5,0.8313618089363675,0.10053307810071024,1.4606915550935728,4,0.8335809027667205,0,0.10053307810071024,0.14911465234271148,0.17412839911172018,0.19597504741964808,0.9999215838732118
SPRTN,2,-0.766408175500188,0.1623177434221121,3.879912785857793e-4,1,0.9842846897150309,0,0.1623177434221121,0.1850707021074395,0.19879782379208763,0.21163644466489995,0.9999215838732118
SPSB2,5,0.7930563819426968,0.1279844621399178,0.6371548923147322,4,0.9588467842819499,0,0.1279844621399178,0.1898316348987621,0.221675591005713,0.24948764636175352,0.9999215838732118
SPSB3,5,0.7312692601628958,0.06537253076467651,2.0213923742422644,4,0.7318240496331966,0,0.06537253076467651,0.096963132750921735,0.11322854470377923,0.1274345226325998,0.9999215838732118
SPTBN2,3,0.7023709397088238,0.12486625701959718,0.28732286495772047,2,0.8661809591607278,0,0.12486625701959718,0.1579447100327661,0.17658755415987903,0.19344197357606194,0.9999215838732118
SPTBN4,3,0.7216214886406768,0.14242768244150353,0.31337993543149245,2,0.8549690857507312,0,0.14242768244150353,0.1801583513497291,0.20142316016614265,0.2206480168539447,0.9999215838732118
SPTLC1,3,-0.6535179092864991,0.09591859163375788,0.07202441982650645,2,0.9646285153807239,0,0.09591859163375788,0.12132848780729846,0.1356493731721869,0.14859644319568574,0.9999215838732118
SPTLC2,4,-0.7403599522453423,0.0890812673169436,1.5077078489089708,3,0.6804925088629333,0,0.0890812673169436,0.12279005315947318,0.14084985078792917,0.1568437559453916,0.9999215838732118
SQLE,2,-0.6329945294542346,0.15146318830839411,0.16824752170420826,1,0.6816740099956291,0,0.15146318830839411,0.17269460511639406,0.18550376308532418,0.19748383630394892,0.9999215838732118
SRCAP,4,0.6921185347366896,0.07763278775115473,0.34156307440728423,3,0.9520310836566224,0,0.07763278775115473,0.10700941311225894,0.122748215201035,0.1366866276394626,0.9999215838732118
