"","01.CA1","02.CA1","04.CA1","05.CA1","06.CA1","07.CA1","08.CA1","09.CA1","10.CA1","11.CA1","12.CA1","13.CA1","15.CA1","16.CA1","17.CA1","18.CA1","19.CA1","20.CA1","21.CA1","22.CA1","23.CA1","24.CA1","25.CA1","26.CA1","27.CA1","28.CA1"
"ENPP4",5.19248812298321,5.57597257021221,5.79902148237188,5.36186971793793,5.42589137935707,5.87682645676262,5.6668925932367,5.14908798620627,5.86286902679803,5.58656023934039,5.97575558097031,5.02878977729942,4.51099964058038,4.35261856912916,5.24215197650319,4.69606642983189,4.21300972651885,4.18177751692124,4.76567861120686,4.4924078272947,3.51212384858221,4.48893868738747,6.214906339661,4.76146005724793,4.75697956163006,4.33598184375901
"SEMA3F",2.91390060624442,4.35398568806049,2.91637894204143,4.73520486998694,2.85920110883521,2.27457390149743,2.34805365582191,4.94050672799705,4.19038354418002,4.01430495303701,2.68242869856463,5.57712828347398,4.99825859696386,5.09823908041645,2.24694819351598,1.81889380452178,2.98915498082472,2.9586261614643,3.26872727544397,3.42170400731655,4.45019712924615,2.37734210136809,3.28026019790481,2.27855267664459,4.02678361844852,2.29469613408104
"CFTR",1.10102778012929,1.10991940718811,1.51184172841613,3.67232255322498,-0.375510318115713,2.4151721694203,0.317668834529754,1.4365749255846,0.530009012101493,1.93911823157645,0.650995823641189,2.16517174500235,1.58967135397548,1.49440462806385,0.71576288892844,1.65644188168963,1.25139510993943,1.81952757535026,2.51532186094897,0.15708108361482,1.22588383734855,1.94221729296885,1.25523292072483,0.11606226351243,-0.865798364870591,0.319080640529044
"ANKIB1",7.06000332726519,7.51168081765425,7.30266170958139,8.46940598669296,6.83059172573059,7.30213101300179,6.97846752386337,7.32788775052243,6.95269472859964,7.29807460843473,6.98501258976971,7.41836309931964,7.10583235988806,7.12758644160062,6.86518753764658,7.0520495324837,7.03923949890349,7.36464589851128,7.84241989298224,7.13482512215015,7.05388211190057,7.094511414617,7.08701120078871,6.68402577401832,6.82491750123346,6.422836843959
"CYP51A1",5.4291002236007,5.41510683985466,5.32373934128078,-3.80717545341334,5.50679699388743,4.66986290437857,5.51342917067631,4.18502466182954,5.55913119991884,4.77869533946175,5.67828188382706,4.53052454974816,4.55409624985378,3.85444259753702,4.71442892891096,4.2823536472553,4.10958857445865,3.90733812565483,4.16589987628198,3.44953341851788,1.93275046148292,4.15891676175459,5.60583341138913,4.82295156381308,4.38912209193923,4.36371853588069
"KRIT1",5.27206377949012,5.47207633869514,5.66368880182265,5.6489933079751,5.37153580092317,5.58094003766432,5.54347466049641,5.31943428229319,5.59439445164015,5.18535266494161,5.64308081854416,5.40145948231186,4.65156883692446,4.71703831414021,5.0339255301077,4.97989624315133,4.57064007712689,5.27772464488269,5.20656741616145,4.73784999366191,4.56881186695772,5.35410827440896,5.03637232484206,4.82867348398682,4.79778094049453,4.73329889472025
"RAD52",4.23215556830033,4.91982084483903,4.21527637940143,3.14160540214562,3.87726878779243,4.36637315867283,3.89894530794136,4.22369347601925,4.12379629497173,4.1732132738297,4.35315938587408,3.66616499229862,3.17941450829506,4.41798268628458,3.93139367829538,4.95564582409667,4.38822170622339,5.08851713528427,4.38747182299187,3.73606888798152,4.52623787486825,4.71518551123544,3.78677389385183,3.73205608673445,4.15793752776144,3.72296105198391
"BAD",4.09883288643624,4.54816510806404,3.60304664782625,5.28577012142138,4.09150245176117,3.57993512886337,4.51904788789231,4.99368321820302,3.98062594469912,4.01430495303701,4.18852272826949,4.01234757100659,5.80255645555438,5.63487084164188,4.63195588164788,4.64498480926817,5.85308204333418,4.12658674390386,5.3241849839911,5.13059116531806,5.50219815987828,4.54067759584944,3.88048433977423,5.02336214479355,5.00229232612627,4.64186438657193
"LAP3",5.22255953763903,4.53294521456305,4.83519424300789,4.25458789878718,4.72214527192495,4.78772584667639,4.7369508651387,4.776791664173,4.74605485543093,4.81772120829096,4.58281487375797,4.42776134513781,5.18463549783076,4.36593045668573,5.34131597023232,4.31540013265069,4.1308744250724,4.62633078942285,4.48162437301547,4.0034570869047,4.61597749064942,4.82358880108265,5.82272487170748,4.85133689044595,5.01299491334727,5.26398442836853
"CD99",5.38682518503973,4.04623849896781,4.05808887275562,5.57783861714398,5.32652694006607,4.2491460715504,4.34041778249864,4.86912411582261,4.36869494326937,5.7493245948733,4.69018106360146,5.34304394882666,5.43572078500871,4.68553194542227,5.15548285771289,4.25989448461495,5.16623373849431,5.39913098069726,5.86818102779372,4.35201483484255,5.50846089172786,4.92246395945044,4.99752985057448,5.5659015061919,4.59902096268526,6.82654264869895
"HS3ST1",2.24851436818306,1.90850528445259,2.00079614448524,2.68038389563649,1.1996164167584,2.23717394729827,2.87466267591622,2.22751868367698,2.04275452886082,2.13724223614283,2.37435483003715,2.44790329345836,2.92413953215275,1.71849705538469,1.94452549790259,2.33084662582987,2.59894971846759,3.50960001998356,1.81625456765027,1.63126849877808,2.84194361811618,2.03172229553083,2.45034516709609,2.5240042822011,3.26566814250484,2.06618562393469
"HECW1",4.68178902383176,3.72318956952304,5.520374142906,4.52431161895213,4.57981113659467,5.54695511372138,5.14232218244754,3.67287776691547,5.67798992517278,5.48111293520748,5.10668329427366,4.83715266931485,4.40905064585858,4.56373865822738,5.59457657855784,6.14226143247268,3.91063472821954,6.80048568389308,3.87346460154923,4.71510166281081,5.50846089172786,4.39929178322894,4.57781872532087,5.09157929787616,4.7215305154913,4.46962172425353
"MAD1L1",4.19063042427037,4.65043249183779,4.8968481133271,4.32145664850153,4.12868414649895,4.52995514894226,3.71170394985799,4.92494635392562,4.42508658362413,4.52528038537825,4.19548185225685,4.24506460892875,4.60108920351352,4.98201538148049,4.40626256632552,5.44560657212236,4.39410221899667,5.61347483860475,4.41954360153704,4.66256726742974,5.65961241173681,5.39825074870893,4.40121762304422,4.34469665246118,4.75379267388039,4.53613757707248
"LASP1",6.66872760752638,6.91726501003876,6.37339131503071,7.2976932537826,6.42148528560745,6.32857395692034,6.42173995787577,7.22522516264605,6.49686755183718,6.88210514897087,6.47336708350844,7.43243966323699,7.47796023275097,7.84240003833814,6.74104078441688,6.72929417283532,7.92160344083488,5.7754237270567,7.37636401250515,7.63117304954973,7.87959692563518,6.63520030224306,6.31110041263067,6.13463201999441,6.99785963485007,5.96810549037435
"SNX11",4.24122328464287,3.05246328046039,3.6478735428677,4.6510457700204,4.10222393362918,3.84526586055062,4.09201790037837,4.29805412102568,3.59464636863446,4.1732132738297,4.15321449129844,4.75935045218479,4.39133608100737,4.89286422345638,4.2924618382532,4.09839799953439,4.9276198674065,4.1692272937167,4.30974285438183,4.99080136606085,4.96920508543116,4.06663320927961,4.22327736724196,4.23263314312696,4.22851114402272,4.09801996850989
"TMEM176A",2.59821311507284,3.68238739469545,3.39527325414393,1.88503715318036,3.40951958465134,2.48064597991553,2.91608130752987,4.09055049739034,3.27484946949117,3.21590532476374,2.07560724114876,3.12472656650977,4.79769317943881,2.59382582866739,4.26184853541397,2.65729000689955,4.53382594742462,3.87678903484934,4.27510418264713,4.0313478811036,3.60856065232202,2.99700909979855,3.96344717670162,2.91675758353094,3.75442215249329,3.71580457547172
"M6PR",4.47825853674331,3.53739028685645,4.07460104437772,4.18446851343285,4.31072171809034,4.59052520278194,4.47121985646745,4.18502466182954,4.23312670284624,4.52528038537825,4.28302217434611,3.47324652835682,4.03609179106974,3.36430253320317,4.27026224777982,3.95896326402625,3.42794650920999,4.23493451271697,2.76872406700439,2.75497782099377,3.52453691748312,4.18516365870351,4.88498418744438,4.35266141843822,4.20069458803668,4.51155210851114
"KLHL13",3.18220714387941,1.02543791410605,2.74128072314228,-3.80717545341334,2.50248321656655,3.17767260603865,4.02734074556575,1.75086770292533,3.45717643049376,1.93911823157645,3.64417689948628,2.30058481381873,2.13506537182227,0.828531465003882,3.21295916429177,2.37331270826195,0.343511053098329,1.66123664217752,2.10628074084899,1.11010950453819,1.5017868996377,2.08844901307098,3.68043298912573,2.86200817454048,2.45963728087807,1.92438394806233
"CYP26B1",3.77591394165389,3.34165184992596,5.23103167149624,3.97888941297468,1.72861196920307,4.78772584667639,3.86761946786456,3.59635850051623,5.16013189263505,3.40716321461542,4.32804768835836,4.32348796589099,5.50325043776527,5.07411011814692,5.1264264202243,5.19345200606214,4.56021726178699,3.19158819362091,3.87346460154923,4.44480878161619,4.79571383272194,3.70783244426539,4.2420920612765,3.98357511285099,2.91252172234134,3.73008220400982
"ICA1",4.16226775834597,3.03095642047114,4.63264804099258,3.63775429004571,4.40032452565663,4.93222234396313,3.60177195212236,3.7277162594235,4.72748905393054,4.44654394323442,4.64004941854593,4.30427815134813,3.40803267869699,3.44177821551193,4.54448079234435,4.80090371573393,3.5904188725455,4.52818561056875,2.83364012861708,3.3933271935343,3.75270111807501,3.89438678012085,3.57224911575973,3.37344119715253,3.64170469940864,4.16786048701464
"DBNDD1",5.1878056081534,5.46005654610954,4.64375663939281,6.08719638311024,4.9138675437746,4.8323008533206,5.33023176823978,6.00692156240333,5.25132933995574,4.72325051021229,4.86185123460367,5.75744652723611,6.1519980230854,5.55866255620829,5.28291633149611,4.93453029588005,6.74468633866725,4.91897071349371,5.34102888905777,6.60950730127209,6.00790270748143,4.86476777295472,4.52928488825719,5.90882307261674,5.84167281343718,5.30271075720185
"ALS2",6.07288881275768,5.41095019585128,6.35492177515584,5.96703396114914,6.40642484329964,6.29256530103001,6.07838561060362,5.95806722443678,6.18205864578765,6.05513562424184,6.26918508166837,5.84866995172015,5.38291475619851,5.50251423647631,5.90936014811017,5.8987257583509,5.06665762468469,6.1785561049148,5.72152867210032,5.33464215858093,5.23773492589134,5.97724423438511,5.85363914837588,5.87465933011643,5.85660462757296,5.66044681290388
"CASP10",3.23762913785962,3.58243972145976,2.80203890816947,4.52431161895213,2.02753087354274,2.96536905915782,2.81021605983004,2.73547476050849,3.50155935473601,2.75515459523616,2.27273294872414,2.74245439013505,2.9883937027079,3.23968117679193,2.90969200842829,2.07190350589745,2.33116299949396,2.32099840634489,2.05275326858403,1.81364337017154,2.60534573645398,2.78168971240158,1.99796765832574,2.61951845531438,2.04562876690968,2.2157255872051
"CFLAR",6.83067672936883,6.81244273840663,6.44499205884031,7.25556668461345,7.37630789884951,7.25203347896627,6.7077558295705,6.8167547434428,6.24737176691817,6.79311390078777,6.72374636982548,7.65094996186587,6.63600815444297,6.97631634465233,6.00824267162203,6.3425698994025,7.31893315973938,7.05361173494688,6.70978459098857,6.90288173280854,7.67836083210107,7.59760443209248,6.40545842529268,5.5913683764071,5.90193486567683,6.16618128307038
"TFPI",2.19351700598961,3.25154638461525,3.24289783653705,3.63775429004571,2.90890119468172,1.38392187020324,1.45502538999035,3.86451239156624,3.31519564277735,2.49115207428745,1.94955578034611,3.68609076211035,1.95383674538891,2.14640327589195,2.32440616954905,1.21771857136825,1.73184890495505,0.930049385137848,1.81625456765027,0.615854553550101,1.16375496841239,1.79659987401671,1.51105339745755,0.90392107179226,1.98168543890377,2.58910800186414
"NDUFAF7",4.43149033814249,3.40989167116015,3.90953695247104,2.20137386672099,4.29211345697971,4.41742416481399,4.38534912501472,3.47338600179128,3.97434080420917,3.46975778202928,4.77624908457983,3.20977459713941,2.78635115184718,2.524289841964,3.93492614793308,4.25422463535348,2.28126820430384,4.12658674390386,2.47519482951378,2.79890921289227,1.85624689734328,3.77417644476171,3.35898170996099,3.75627613421054,3.48908643389605,3.34107600819221
"RBM5",6.82766986977651,7.16690775536237,7.33557478150419,6.04164819167997,7.20908036907317,7.82006983327319,6.71070110143058,6.45715292977094,7.06859973309963,7.17291683591743,7.10536222721723,6.69636306866619,6.27784642854618,6.64888649765302,7.18888175738658,7.5989479720286,6.40651094696013,7.7898115813472,6.44737926237244,6.69917381487155,7.08039860882702,7.90500177628981,7.09220530093738,6.60953795106465,6.71532481841331,6.63212786915639
"MTMR7",5.22255953763903,5.14172678945676,5.35110635891569,4.73520486998694,5.29883181981783,5.86767762863406,5.34167667669303,3.78054638533464,5.62480904143142,5.01950615662011,5.63542467722183,4.88534785628688,4.42655033287396,3.96354563763048,5.15850766223155,5.17856186387643,4.08798395856127,5.16846368888029,4.74894720986227,4.02211073113902,4.194593201601,4.66943575717643,5.12576261108118,4.90106417991646,4.57755174899301,4.30770142628619
"SLC7A2",3.71863281661385,3.6685261405271,4.05808887275562,5.37242066605156,4.63991278458687,4.8478925206289,4.93127876389203,4.35722139829868,3.85625822625395,4.43403997048905,5.73669755823857,4.67212542498223,4.98650786002692,4.89286422345638,4.2758442522662,4.54171498594049,4.17252651123277,3.85605757430593,5.5820751910238,5.43201611749574,4.78543542353194,4.00165914845711,4.10720774005193,4.55260028480454,5.47252539406905,4.6754522436642
"ARF5",4.64468285944775,4.37120367966774,5.10004845930432,4.66827492722666,5.0363209473948,5.03387178365622,5.22292431801103,4.88529493984745,4.90980089305059,4.2393835430941,4.93851544458912,4.68703409053059,5.65694953733204,4.92019274156494,5.25068100454538,5.23146212917275,5.49649814011142,4.51502114372551,4.95264056368337,4.96210763273523,4.52005200397624,4.90282827595037,4.77587999417388,5.22988946035481,5.30192108248039,5.76294979128008
"SARM1",5.18545863916392,6.02260764918475,5.46508524841348,5.52207055476175,5.26583421537441,5.64302819925767,5.63623942110588,5.39479289450125,5.36138974669257,5.62282062635573,5.42653504980426,5.0634800252113,5.24176920595906,5.84671690636033,5.15850766223155,6.1065205101301,5.54487600714484,6.20850868263476,5.04462821682137,5.78316079487135,6.29912644355604,5.15602909945898,5.00978083923629,5.30364460199352,6.13779636237861,5.88600585771612
"POLDIP2",5.07060878075052,5.54596082102877,5.26380131994405,4.93348658565249,5.00809409232763,5.43785649014032,5.29534199084319,5.9271594591912,5.48148340320629,4.95094839573114,5.03478153370575,5.47488606780648,6.26331158192671,6.05007711838988,5.69486323691278,5.36635289075267,6.2303606496438,5.57909964773104,5.99421036697718,6.22280889763881,6.03851925362723,5.07412715976882,5.50038394585814,5.77149107951414,5.81286941665802,5.75074702814427
"PLXND1",5.9510707129747,7.36683950760569,6.72021363866027,7.43488557275634,6.00506433162512,5.66431894761856,5.08899303807366,7.07647116597302,6.34560008843803,6.94624752803342,5.10298701477687,6.67034127333592,7.44899694981696,7.9904839023546,6.51249013540182,6.92309458579199,7.14328147320131,7.49188190895438,7.14975666847089,7.35588783234234,7.84475379479758,7.53520442103678,7.20198527868521,6.24572575979732,6.73808076649847,7.13090779713131
"AK2",4.68178902383176,5.04311600741401,4.88753271229104,5.09509586183678,4.91690720656905,4.8602456565829,4.7598814016183,5.06640273785662,4.87648397349758,5.12050311758136,4.99943020738768,4.55781716287542,4.49450061912839,4.62592015427174,4.96821537238185,4.85809283302041,4.0512413700193,4.99679391067502,4.62605718866817,3.98455909344045,4.68947781997018,4.87890715100944,5.08697269929298,4.71587542339965,4.68853036222126,4.92545955663299
"CD38",4.24122328464287,3.55256360403153,3.00519353557377,3.49055050249863,4.16493160724495,3.84526586055062,2.76559457234463,1.81979809189482,2.95558094964321,5.69009015367135,3.90413860510996,3.81835942512351,3.23344088598702,3.7966324301255,4.31973941185719,2.47431136736686,4.56543808194887,3.05272988440028,4.62605718866817,4.06771617476138,4.13916650541197,3.77417644476171,4.69928132256748,3.1900165062952,3.84106036066589,4.98620164810675
"FKBP4",6.29270211047325,6.43247218093564,5.74588640255035,5.36186971793793,7.17012230538553,5.72299043466077,7.75654911025628,6.03618365489576,6.18069444792451,5.35744813172031,5.98783160890743,5.44010732756656,5.88925345233964,5.82278131883184,5.97774255283649,5.91678336746864,5.96792935119294,5.95431235604224,6.49079447990222,5.67828089455913,5.67361316373411,5.45732715167149,6.41331897505017,6.0720897604637,5.8816393295769,5.42623149769901
"KDM1A",5.07060878075052,4.42989815140737,4.86397760973525,4.81472400647993,5.34695486806697,5.12627318792319,5.38288126624813,5.06640273785662,5.277090550641,4.8697142595336,5.21338483003369,4.66712143553228,4.89728067191951,4.33241755901498,5.1264264202243,4.94160319986102,4.33418979313043,5.27186687580748,5.01694385804101,4.40982153707586,4.43054377490961,4.9146417267188,5.30247294833988,5.14529800959222,4.91368720908432,5.0922470310542
"RBM6",6.68127500112219,7.07532430929223,6.73067041037247,6.34997811607713,6.34794218060707,6.72792491915191,6.04610244116171,6.76307156541466,6.80557137264027,6.39380300595078,6.53501750930114,6.52717611454786,5.54123066825967,6.64479666073605,5.85818598653316,6.96274485726211,6.50081667240149,7.22559872645892,7.45841339414444,6.50563519106637,7.05066713059606,7.33803112945748,5.5615810799781,5.44817728885734,5.59511350768779,5.96206968995359
"CAMKK1",6.34936087779223,5.51531146328078,5.32028167185074,5.05635884479153,6.59851242152314,6.33964480695461,6.1321010663075,5.48244386229486,5.97729359932528,5.36734638199176,6.18951507100615,5.94897018479684,6.72944451149262,7.06060037811545,6.56871194354068,6.90602054772469,6.55562597394683,7.95854568167815,5.45888485524309,6.18812629973117,6.35232104362881,6.07610740728633,5.88457027489914,7.34674608394219,6.9017928154687,7.2827028312211
"RECQL",3.54643829358796,2.7442491571609,3.95483860720057,3.97888941297468,3.78712073724156,3.93559402179846,2.93635308179323,3.86451239156624,3.99931872913533,4.04751776318065,4.21616005080042,3.80019028153684,3.62567432856109,2.95259716184198,3.21876689045933,3.30967498907044,2.94176391802163,2.84748856643221,3.42435156839575,2.53883370143238,2.90026221586395,3.40137160137491,3.66192170443567,3.22514804640655,3.16369947218587,3.35034825603747
"VPS50",5.3091864600436,5.31633644429435,5.47755607894253,6.29557892642763,5.61556650685526,5.60132124906149,6.15173970467705,5.25866328668825,5.38052895934,5.26869337287859,5.96967944851411,5.58245376160769,4.44384029258025,4.30503519985657,4.93860844125897,4.62754761672406,4.30951036166088,4.524905738404,4.57000701093262,4.51891840395809,4.27025337862524,4.43800616587532,5.06717949490085,5.08202926350461,4.56305936539791,4.49492590634702
"HSPB6",2.73288334678065,2.66269150857914,3.6478735428677,-3.80717545341334,1.03030811914309,2.27457390149743,0.647762324868071,2.54503875518371,2.01852367312985,3.02900715053623,1.7747251232577,1.88390279134176,2.44085712246247,3.58526454040577,3.18949160099162,4.23708015245241,2.61917420469139,3.46921655819242,3.67519717749248,3.19387940928738,4.10651102554256,3.73917300098844,3.11317547131443,3.67602693813471,3.03309272572819,4.22945913789175
"ARHGAP33",4.48971747733076,5.0644436887526,5.30636752440103,5.15743217814295,4.34271958063807,5.46843815790996,4.92621966806086,5.54485531079408,5.0478908481443,5.19279386981191,4.56680316385018,5.34617813651034,6.4771393533633,6.18762666893209,5.16604204347591,5.92036792451358,6.04283299175107,5.91976587375209,5.69119658010236,6.37568165135128,6.62151520351019,6.12183596295681,5.22892424311237,5.8052563487281,5.07048068432975,6.16749330915174
"NDUFAB1",3.56099596611847,2.60564018868067,3.48447870265113,2.68038389563649,3.32965679627328,3.15779414545309,3.2914384695469,3.29119749919501,3.27484946949117,2.81424182937911,2.85056871258791,2.16517174500235,3.45426700524785,2.68161551918406,3.80583384364203,3.37382878030588,2.73490592665187,3.20804214956257,3.33748859793625,3.17733162518418,3.31184434484004,3.01174996462731,3.60168473174355,3.58430080594977,3.14435976299974,3.67210380224865
"PDK4",6.69040755900282,5.54974661022715,6.4544861610825,6.51143337399635,6.00934269016548,6.56578929438446,5.75227208394263,6.6981886069201,6.29606237061888,6.78698133631448,6.37411873386205,5.83980284011159,6.72826903373955,6.69444536088067,5.49997074147863,5.41289959303655,6.13350313281981,6.26464538627619,6.62979400664452,6.89404772873167,5.66522902760105,6.42964095515335,7.21764923310667,5.96575611873954,6.81806815907389,5.81578335659182
"ZMYND10",1.32224844182746,1.70627171103007,0.499426795752984,1.12722373298692,1.15911541637922,1.69103101206471,1.80292244749774,2.50373787006713,1.34592930853361,1.43601769021636,2.0451117713688,0.652707778886221,3.84975896918839,2.29298257643749,0.984754030195092,1.87907667539565,1.19861138685466,1.96215538917666,2.66552116982144,0.96340163715071,0.327120266736458,4.27344048530749,2.10233479382851,1.4408232579701,1.49361780133835,3.97153465905597
"ARX",2.43393345683451,1.59342406198106,2.100918911845,-0.566751494906283,1.61341971695865,2.52787225647174,2.31746674927179,3.16441644992343,2.52789997255715,2.16777058754298,1.69839497516831,2.04687424648473,2.52990408179953,2.89866133048814,3.50678689365604,3.71662452409741,2.49334248661908,3.28760951861751,2.76872406700439,2.25326286037959,3.69895307461841,3.3029320463757,2.69453345628676,2.26173201766586,2.37919628429829,3.1418958244858
"SLC25A13",3.66573387698055,4.13962797599208,4.22270358350123,4.05945283597842,3.1449712088908,3.85146690584031,2.49195680582228,3.7277162594235,3.85625822625395,3.89164180048414,3.33946656990783,3.37846135539484,3.64573623967013,2.70275291527104,3.50203195292779,3.92367927575119,3.25778537403876,4.13951175842148,3.33748859793625,2.94291884925161,3.3402099820034,4.02000297086374,3.91215709939588,2.93808853832174,2.76836927503157,3.58837670807348
"ST7",4.5456854554435,3.9804416959025,4.04976137145713,3.8935596683036,5.1178318558818,4.03156306668653,4.66588785892216,3.88073470001238,4.25403258824824,4.20299757207489,4.68029312708101,4.20419411431748,3.83235871518606,3.99815375576747,4.23057152381601,4.19033976412136,3.81743520176099,4.39080113111686,4.12758090092083,3.60609845305844,3.51212384858221,3.90626927164847,3.99829523823939,4.34469665246118,4.03205475704305,4.03616303735806
"CDC27",5.84799827790182,4.91395817542708,5.67185124674035,6.61280192737887,6.21965721533236,5.74647248466263,6.23592637352545,5.56507322548893,5.91630575049708,5.52304082672046,5.97170767072516,5.6875055235378,5.01763294062901,5.16067707132738,5.33062840033929,5.16955344838688,4.86548498172178,4.82342101574921,5.49946174892073,4.83599900662943,4.55071948898305,4.73974289675205,5.47851287699496,5.4219208604749,5.26658065275999,5.06152606759294
"HCCS",3.44020146612077,1.65095097364465,2.00079614448524,0.354827982426033,3.2157932617617,2.66092848857237,3.49648514725877,1.9485018206743,2.6746732759937,1.21995975072685,2.79667039072498,2.01571954533201,1.81899111130164,1.16949669394447,2.2007447228379,2.30913544604656,1.02757877781179,2.25917906122904,1.81625456765027,2.374353853036,1.55115749622713,1.4082277766907,3.06702335092338,2.46644435608808,2.47520093063233,2.17455782592212
"DVL2",4.50861574685116,4.6989701887969,4.58157287791753,4.20822233005084,4.36959256236962,4.68730154895385,4.39270349445455,4.45796720277956,4.79680292924346,4.45894047342731,4.28954106534864,4.19726836448408,4.71939840832257,4.9992030876228,4.90117587033627,5.05356172127968,4.13790048577954,5.36468724523559,4.23961334468054,4.29946127218672,4.62753184103956,5.1426976052293,4.45058458208425,4.7494442930983,4.92222899008397,4.99213753308552
"UPF1",6.04597460873474,6.49663978939023,6.15592464796467,6.2099293782862,6.25491712436658,6.33301249669104,6.29402915222476,6.52322996341862,6.22239603406755,6.1632518686953,5.93475611827227,6.20863026052146,7.14863944580592,6.89600677223725,6.71559495959923,6.79227119190448,7.40881079413709,7.13707366809315,6.56436032803357,6.89531304595833,7.0645472658674,6.91697924941386,6.74731286100598,6.63343549780229,6.81883080489418,6.94679745933493
"SKAP2",4.25918950891626,2.77044167743666,3.8722427157469,3.32660226872187,4.38284364431692,3.83903804659881,4.37795707332338,3.57657728495085,3.77180055202843,3.64272969283798,4.07235371883399,2.19329027089818,2.82205149202833,2.14640327589195,3.97665459350379,3.38424910833099,2.77150814528507,2.98750733051262,2.76872406700439,2.5897415810525,2.90026221586395,3.0335826471938,4.40863869764006,3.88816263427292,2.9904054886713,3.35034825603747
"SLC25A5",5.01618112566743,4.59288448424333,4.99119161881453,5.06938709364232,5.03352298468139,4.82916219689903,5.13356976629505,4.44711441207168,5.02982082130302,4.84631307394707,4.83981215958521,4.81922013843556,5.90182007637099,5.28851209753485,5.8646829099016,5.02054293584939,5.63453945221864,5.34993494322097,5.80887661411228,5.58412922298872,5.51780430801134,5.17579816335304,6.33904223097121,5.39902864073559,5.51831712819049,5.45230134443077
"CCDC109B",1.2158741683134,1.70627171103007,1.77693494252919,-3.80717545341334,1.93460678528009,1.48310639777502,1.80292244749774,2.0087893547232,1.62804524095297,-0.123160153326139,1.12922398496171,1.77648120292001,0.915569273825281,0.026230912567727,1.52438519785341,1.12134464179483,2.33116299949396,1.08061006256653,1.87911193798397,1.93672898560876,2.04039834925696,1.8952924799512,2.27467588416094,0.81447899585823,0.52976089585427,0.529622687153369
"POLR2J",3.63853880457117,2.79616713248911,2.56551359235956,3.19012567034713,2.51858065813057,3.10686561347452,2.69596282633313,3.65412506201119,2.76483257087584,2.92561715782849,3.09344686596907,2.88718996528578,4.04367191027987,4.09725938839282,3.68517383863365,3.46500825861526,3.91881629686979,3.87163403183834,3.65737611365983,3.80231767011174,4.15522117957969,3.73028781248484,3.28429997950523,4.19325705287559,4.06328344066664,4.23447558401995
"DHX33",4.39944744481264,5.0269107532151,4.40349794214654,4.48595851062586,4.63253558548869,4.48279813195383,4.29404199025975,4.43617936116368,4.68193139069051,4.44654394323442,4.66031159210521,4.5899010396432,4.45525287758452,4.4987558914371,4.45628214207221,4.51351356156374,4.63661256567125,4.44038761781033,4.03400156018422,4.38841453609771,4.27760565850792,4.29469078548551,4.5695664531806,4.47445758632932,4.65133649505694,4.77521087056109
"THSD7A",4.86599813883082,4.05691869571098,4.59308020161813,4.94766737915946,5.14918900727489,4.21107223891313,4.60387194179904,3.86451239156624,4.411193969772,4.83208797048527,4.83536365351104,4.71639703896932,5.22186171299037,5.00772075776121,5.08091720505216,4.60099017815513,4.68058043127336,4.72395463902347,5.14395570213191,4.94754388068411,4.89466061517748,4.14561204812057,4.44518204824931,4.25405311315049,4.59189999813434,4.69741743969324
"LIG3",5.36832108533353,5.03233275507102,5.47755607894253,3.49055050249863,5.20992986762308,5.64302819925767,5.23933419465816,5.12885669193523,5.42959374500265,5.34079862166905,5.40868006331352,4.89394022990026,5.12514554383702,4.95143519061603,5.2884496828814,5.30734429040976,5.05556944730349,5.55679022649641,4.49171633016896,4.85172709975534,5.07426239822994,5.49584584128471,5.43010845218877,5.38744485660808,5.25760860274331,5.49473078587741
"RPAP3",3.9013378261201,4.17926986765062,4.50445108089441,3.8935596683036,4.19027617372509,4.16700268558644,4.4145443028063,3.7277162594235,4.53593320297767,3.7873686815553,4.35936960335342,3.61511223025838,2.59325832850722,3.15018712313876,3.59427487935477,3.8653661006358,3.27062822292411,4.46455604678189,4.17844998446241,3.3348421384909,3.3817393721256,3.74359515854077,3.63686462153118,3.48634439258705,3.44234209508469,3.27444603403921
"CIAPIN1",3.5243225937109,3.72318956952304,3.83395876725605,3.70608187507063,3.44364285652302,3.40547847119936,3.92960538730652,3.83151006826209,3.50155935473601,3.20122267058404,3.52769069010467,3.20977459713941,3.40803267869699,3.68422765096019,3.87366518139814,3.78899526875616,2.95773453705952,3.66069791896687,3.44527404781838,3.71329223241704,3.43531528200584,3.50918906863964,3.78392340575832,3.81510492408733,3.64170469940864,2.80680803395913
"SPPL2B",4.68843424930191,5.29393959641303,4.89219793142382,4.32145664850153,3.81996688004257,5.32874496308698,4.55881801837101,4.90128651625717,5.14342227446534,5.31375317001984,4.50652464014194,4.93615084652836,5.75717257262701,5.85145673666197,5.38716499858286,6.45434806166344,5.61955897446906,6.19102578576128,4.50173818206348,5.71600552769722,6.21546577524761,6.31694791401558,4.80429098328163,5.60143056997819,5.74065660258706,6.0111257894404
"FAM214B",5.05269341468933,4.70577273764131,4.63264804099258,5.37242066605156,4.45571742148378,5.10566857038589,4.34041778249864,5.12885669193523,4.61077835411357,4.51937396958567,4.01056201450548,5.30811087070335,5.37692630684611,5.65398854810655,4.93860844125897,5.38981395494789,5.81413675974788,4.6445790058434,5.81692614174719,6.08544335753747,5.66802915690349,5.34249397642194,4.93466407359158,5.43885475323885,5.38871669213567,4.76830955137861
